
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1510096.000000,1510096.000000,p32-changcheng-1107,p32-changcheng-1107,zhuan01-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1510096.000000,1510096.000000,p32-changcheng-1107,p32-changcheng-1107,dj120-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1510096.000000,1510096.000000,p32-changcheng-1107,p32-changcheng-1107,zhuan12-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1511147.000000,1511147.000000,p32-changcheng-1107,p32-changcheng-1107,blxz4-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1556131.000000,1556131.000000,p32-changcheng-1107,p32-changcheng-1107,dj120-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1556131.000000,1556131.000000,p32-changcheng-1107,p32-changcheng-1107,dj140-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1683772.000000,1683772.000000,p32-changcheng-1107,p32-changcheng-1107,blxz4-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1684231.000000,1684231.000000,p32-changcheng-1107,p32-changcheng-1107,dj140-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1684231.000000,1684231.000000,p32-changcheng-1107,p32-changcheng-1107,dj160-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1700510.000000,1700510.000000,p32-changcheng-1107,p32-changcheng-1107,blxz5-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1909970.000000,1909970.000000,p32-changcheng-1107,p32-changcheng-1107,dj160-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1909970.000000,1909970.000000,p32-changcheng-1107,p32-changcheng-1107,dj180-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1949103.000000,1949103.000000,p32-changcheng-1107,p32-changcheng-1107,blxz5-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,1949588.000000,1949588.000000,p32-changcheng-1107,p32-changcheng-1107,blxz6-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2040001.000000,2040001.000000,p32-changcheng-1107,p32-changcheng-1107,blxz7-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2061754.000000,2061754.000000,p32-changcheng-1107,p32-changcheng-1107,blxz6-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2253336.000000,2253336.000000,p32-changcheng-1107,p32-changcheng-1107,blxz7-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2253387.000000,2253387.000000,p32-changcheng-1107,p32-changcheng-1107,dj180-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2253387.000000,2253387.000000,p32-changcheng-1107,p32-changcheng-1107,dj200-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2288006.000000,2288006.000000,p32-changcheng-1107,p32-changcheng-1107,wlxt-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2332222.000000,2332222.000000,p32-changcheng-1107,p32-changcheng-1107,wlxt-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2341129.000000,2341129.000000,p32-changcheng-1107,p32-changcheng-1107,wtxt-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2348897.000000,2348897.000000,p32-changcheng-1107,p32-changcheng-1107,wtxt-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2447802.000000,2447802.000000,p32-changcheng-1107,p32-changcheng-1107,dkwf-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2767150.000000,2767150.000000,p32-changcheng-1107,p32-changcheng-1107,dkwf-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2790023.000000,2790023.000000,p32-changcheng-1107,p32-changcheng-1107,wlxt-s
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,2796166.000000,2796166.000000,p32-changcheng-1107,p32-changcheng-1107,wlxt-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,3291481.000000,3291481.000000,p32-changcheng-1107,p32-changcheng-1107,cc-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,3291481.000000,3291481.000000,p32-changcheng-1107,p32-changcheng-1107,dj200-e
p32-changcheng-1107,p32-changcheng-1107,p32-changcheng-1107,3292198.000000,3292198.000000,p32-changcheng-1107,p32-changcheng-1107,zhuan12-e
